"","Gene","seqnames","start","end","width","strand","ranges"
"21130","AT3G25495","3",9244325,9250768,6444,"+","9244325-9250768"
"21131","AT3G25500","3",9251093,9255002,3910,"-","9251093-9255002"
"21132","AT3G25510","3",9260838,9268797,7960,"-","9260838-9268797"
"21133","AT3G25520","3",9269293,9271390,2098,"-","9269293-9271390"
"21136","AT3G25530","3",9271800,9273615,1816,"-","9271800-9273615"
"21137","AT3G25540","3",9274335,9276685,2351,"+","9274335-9276685"
"21138","AT3G25545","3",9276845,9278629,1785,"+","9276845-9278629"
"21139","AT3G25550","3",9278878,9279587,710,"+","9278878-9279587"
"21140","AT3G25560","3",9279513,9282639,3127,"-","9279513-9282639"
"21144","AT3G25570","3",9287233,9289338,2106,"-","9287233-9289338"
"21145","AT3G25572","3",9287263,9289338,2076,"-","9287263-9289338"
"21146","AT3G25573","3",9290313,9290810,498,"+","9290313-9290810"
"21147","AT3G25577","3",9291686,9292092,407,"+","9291686-9292092"
"21148","AT3G25580","3",9292485,9294347,1863,"+","9292485-9294347"
"21149","AT3G25585","3",9295309,9298746,3438,"+","9295309-9298746"
"21153","AT3G25590","3",9302010,9303615,1606,"+","9302010-9303615"
"21154","AT3G25597","3",9305922,9306766,845,"+","9305922-9306766"
"21155","AT3G25600","3",9307254,9307967,714,"+","9307254-9307967"
"21156","AT3G25610","3",9308942,9313353,4412,"-","9308942-9313353"
"21157","AT3G25620","3",9316074,9319568,3495,"-","9316074-9319568"
"21160","AT3G25640","3",9333719,9334804,1086,"+","9333719-9334804"
"21161","AT3G25650","3",9335876,9336459,584,"-","9335876-9336459"
"21162","AT3G25655","3",9337532,9338065,534,"-","9337532-9338065"
"21163","AT3G25660","3",9339423,9342204,2782,"-","9339423-9342204"
"21164","AT3G25670","3",9344532,9346301,1770,"-","9344532-9346301"
"21165","AT3G25680","3",9349612,9352427,2816,"+","9349612-9352427"
"21168","AT3G25690","3",9353834,9357899,4066,"+","9353834-9357899"
"21169","AT3G25700","3",9358719,9360463,1745,"+","9358719-9360463"
"21171","AT3G25710","3",9369519,9371394,1876,"+","9369519-9371394"
"21172","AT3G25715","3",9372374,9372447,74,"-","9372374-9372447"
"21173","AT3G25716","3",9373118,9373413,296,"-","9373118-9373413"
"21174","AT3G25717","3",9375102,9375671,570,"-","9375102-9375671"
"21175","AT3G25719","3",9379916,9380068,153,"-","9379916-9380068"
"21176","AT3G25720","3",9380234,9381405,1172,"+","9380234-9381405"
"21178","AT3G25727","3",9393511,9394334,824,"-","9393511-9394334"
"21179","AT3G25730","3",9396420,9397747,1328,"+","9396420-9397747"
"21180","AT3G25740","3",9397786,9399762,1977,"+","9397786-9399762"
"21181","AT3G25750","3",9400955,9402088,1134,"+","9400955-9402088"
"21182","AT3G25760","3",9403883,9405250,1368,"+","9403883-9405250"
"21183","AT3G25770","3",9406873,9407955,1083,"+","9406873-9407955"
"21184","AT3G25780","3",9409290,9410567,1278,"+","9409290-9410567"
"21185","AT3G25790","3",9413127,9415003,1877,"+","9413127-9415003"
"21186","AT3G25795","3",9417551,9418705,1155,"-","9417551-9418705"
"21187","AT3G25800","3",9422588,9426044,3457,"-","9422588-9426044"
"21189","AT3G25805","3",9426276,9428192,1917,"-","9426276-9428192"
"21190","AT3G25810","3",9430767,9433844,3078,"+","9430767-9433844"
"21192","AT3G25820","3",9439246,9442173,2928,"+","9439246-9442173"
"21195","AT3G25830","3",9447508,9450420,2913,"+","9447508-9450420"
"21196","AT3G25840","3",9451861,9457554,5694,"-","9451861-9457554"
"21198","AT3G25850","3",9458178,9458954,777,"-","9458178-9458954"
"21199","AT3G25855","3",9459421,9460295,875,"-","9459421-9460295"
"21200","AT3G25860","3",9460560,9462787,2228,"+","9460560-9462787"
"21201","AT3G25870","3",9463316,9464283,968,"-","9463316-9464283"
"21202","AT3G25880","3",9469713,9470033,321,"-","9469713-9470033"
"21203","AT3G25882","3",9470417,9470950,534,"-","9470417-9470950"
"21205","AT3G25890","3",9475575,9477455,1881,"+","9475575-9477455"
"21207","AT3G25900","3",9480833,9482926,2094,"+","9480833-9482926"
"21209","AT3G25905","3",9486168,9486771,604,"-","9486168-9486771"
"21210","AT3G25910","3",9489221,9491130,1910,"+","9489221-9491130"
"21211","AT3G25920","3",9491055,9492635,1581,"-","9491055-9492635"
"21212","AT3G25930","3",9492845,9493953,1109,"-","9492845-9493953"
"21213","AT3G25940","3",9494697,9496092,1396,"+","9494697-9496092"
"21214","AT3G25950","3",9496102,9497271,1170,"+","9496102-9497271"
"21215","AT3G25960","3",9498439,9499932,1494,"+","9498439-9499932"
"21216","AT3G25970","3",9500116,9502221,2106,"-","9500116-9502221"
"21217","AT3G25980","3",9503056,9504670,1615,"+","9503056-9504670"
"21219","AT3G25990","3",9504677,9506787,2111,"-","9504677-9506787"
"21220","AT3G26000","3",9506778,9509258,2481,"-","9506778-9509258"
"21221","AT3G26010","3",9511901,9513316,1416,"+","9511901-9513316"
"21222","AT3G26020","3",9513696,9516869,3174,"+","9513696-9516869"
"21226","AT3G26030","3",9517313,9519559,2247,"+","9517313-9519559"
"21227","AT3G26040","3",9519741,9521070,1330,"+","9519741-9521070"
"21228","AT3G26050","3",9521782,9524552,2771,"+","9521782-9524552"
"21230","AT3G26060","3",9524733,9526374,1642,"+","9524733-9526374"
"21231","AT3G26070","3",9526714,9528583,1870,"+","9526714-9528583"
"21232","AT3G26080","3",9528774,9530496,1723,"+","9528774-9530496"
"21235","AT3G26085","3",9530769,9532613,1845,"+","9530769-9532613"
"21236","AT3G26090","3",9532748,9535629,2882,"+","9532748-9535629"
"21238","AT3G26100","3",9537037,9540453,3417,"+","9537037-9540453"
"21239","AT3G26110","3",9541483,9542114,632,"+","9541483-9542114"
"21240","AT3G26115","3",9542278,9544348,2071,"+","9542278-9544348"
"21242","AT3G26120","3",9546398,9549453,3056,"+","9546398-9549453"
"21243","AT3G26125","3",9551812,9553437,1626,"+","9551812-9553437"
"21244","AT3G26130","3",9553708,9555611,1904,"-","9553708-9555611"
"21245","AT3G26134","3",9557436,9557799,364,"-","9557436-9557799"
"21246","AT3G26140","3",9559682,9563070,3389,"-","9559682-9563070"
"21247","AT3G26147","3",9565083,9565250,168,"-","9565083-9565250"
"21248","AT3G26150","3",9565627,9567226,1600,"-","9565627-9567226"
"21249","AT3G26160","3",9568280,9569886,1607,"-","9568280-9569886"
"21250","AT3G26165","3",9570418,9571979,1562,"-","9570418-9571979"
"21251","AT3G26170","3",9573360,9575148,1789,"-","9573360-9575148"
"21252","AT3G26180","3",9578217,9580086,1870,"-","9578217-9580086"
"21254","AT3G26190","3",9583465,9585109,1645,"-","9583465-9585109"
"21255","AT3G26200","3",9589282,9591179,1898,"+","9589282-9591179"
"21256","AT3G26210","3",9593132,9595243,2112,"-","9593132-9595243"
"21257","AT3G26220","3",9596077,9597833,1757,"-","9596077-9597833"
"21258","AT3G26230","3",9598005,9599959,1955,"-","9598005-9599959"
"21259","AT3G26235","3",9602005,9602773,769,"+","9602005-9602773"
"21260","AT3G26240","3",9603889,9607192,3304,"-","9603889-9607192"
"21261","AT3G26250","3",9611696,9613168,1473,"-","9611696-9613168"
"21264","AT3G26270","3",9627562,9629200,1639,"-","9627562-9629200"
"21265","AT3G26280","3",9630200,9632009,1810,"-","9630200-9632009"
"21266","AT3G26290","3",9632682,9634470,1789,"-","9632682-9634470"
"21267","AT3G26295","3",9636701,9638348,1648,"-","9636701-9638348"
"21268","AT3G26300","3",9639199,9640866,1668,"-","9639199-9640866"
"21269","AT3G26310","3",9641089,9642779,1691,"-","9641089-9642779"
"21270","AT3G26320","3",9644383,9646064,1682,"-","9644383-9646064"
"21271","AT3G26330","3",9646805,9648584,1780,"-","9646805-9648584"
"21272","AT3G26340","3",9650417,9652897,2481,"-","9650417-9652897"
"21273","AT3G26350","3",9653660,9654730,1071,"-","9653660-9654730"
"21274","AT3G26360","3",9655657,9656545,889,"-","9655657-9656545"
"21275","AT3G26370","3",9656744,9659935,3192,"+","9656744-9659935"
"21276","AT3G26380","3",9660065,9663298,3234,"+","9660065-9663298"
"21277","AT3G26390","3",9663450,9663950,501,"-","9663450-9663950"
"21278","AT3G26400","3",9666616,9669162,2547,"+","9666616-9669162"
"21279","AT3G26410","3",9669416,9671348,1933,"-","9669416-9671348"
"21280","AT3G26420","3",9671517,9676005,4489,"+","9671517-9676005"
"21281","AT3G26430","3",9671517,9675927,4411,"+","9671517-9675927"
"21284","AT3G26440","3",9676982,9679900,2919,"+","9676982-9679900"
"21286","AT3G26445","3",9680120,9680746,627,"-","9680120-9680746"
"21287","AT3G26450","3",9681298,9683434,2137,"-","9681298-9683434"
"21288","AT3G26460","3",9683873,9684657,785,"-","9683873-9684657"
"21289","AT3G26470","3",9686098,9687642,1545,"+","9686098-9687642"
"21290","AT3G26480","3",9687273,9690827,3555,"-","9687273-9690827"
"21293","AT3G26490","3",9704142,9706161,2020,"+","9704142-9706161"
"21294","AT3G26500","3",9708109,9709964,1856,"-","9708109-9709964"
"21297","AT3G26510","3",9710844,9712660,1817,"-","9710844-9712660"
"21300","AT3G26511","3",9713088,9713186,99,"-","9713088-9713186"
"21301","AT3G26520","3",9722443,9723815,1373,"-","9722443-9723815"
"21304","AT3G26539","3",9743729,9743842,114,"-","9743729-9743842"
"21305","AT3G26540","3",9744542,9746644,2103,"-","9744542-9746644"
"21306","AT3G26550","3",9746895,9749046,2152,"-","9746895-9749046"
"21307","AT3G26560","3",9749904,9753772,3869,"-","9749904-9753772"
"21308","AT3G26561","3",9753912,9754118,207,"-","9753912-9754118"
"21310","AT3G26570","3",9756225,9758633,2409,"+","9756225-9758633"
"21311","AT3G26580","3",9758887,9760544,1658,"+","9758887-9760544"
"21312","AT3G26590","3",9761700,9765315,3616,"-","9761700-9765315"
"21313","AT3G26600","3",9769744,9772035,2292,"+","9769744-9772035"
"21315","AT3G26610","3",9776960,9780499,3540,"+","9776960-9780499"
"21316","AT3G26612","3",9781983,9783412,1430,"+","9781983-9783412"
"21318","AT3G26616","3",9787574,9788141,568,"-","9787574-9788141"
"21319","AT3G26618","3",9788605,9790351,1747,"+","9788605-9790351"
"21320","AT3G26620","3",9790628,9791117,490,"+","9790628-9791117"
"21321","AT3G26630","3",9791371,9792985,1615,"-","9791371-9792985"
"21322","AT3G26640","3",9793220,9794457,1238,"+","9793220-9794457"
"21323","AT3G26650","3",9795071,9797045,1975,"+","9795071-9797045"
"21324","AT3G26660","3",9797129,9797620,492,"-","9797129-9797620"
"21325","AT3G26670","3",9797986,9800910,2925,"-","9797986-9800910"
"21330","AT3G26680","3",9801308,9804282,2975,"+","9801308-9804282"
"21331","AT3G26690","3",9804253,9805715,1463,"-","9804253-9805715"
"21333","AT3G26700","3",9809950,9812664,2715,"+","9809950-9812664"
"21334","AT3G26710","3",9813371,9814750,1380,"+","9813371-9814750"
"21335","AT3G26720","3",9816581,9823186,6606,"+","9816581-9823186"
"21337","AT3G26730","3",9823685,9827438,3754,"+","9823685-9827438"
"21338","AT3G26740","3",9827801,9828680,880,"+","9827801-9828680"
"21339","AT3G26742","3",9831036,9831858,823,"+","9831036-9831858"
"21340","AT3G26744","3",9832689,9835087,2399,"-","9832689-9835087"
"21343","AT3G26747","3",9839184,9839257,74,"+","9839184-9839257"
"21344","AT3G26750","3",9839976,9842079,2104,"-","9839976-9842079"
"21345","AT3G26760","3",9843591,9845176,1586,"+","9843591-9845176"
"21346","AT3G26770","3",9845396,9847148,1753,"+","9845396-9847148"
"21347","AT3G26775","3",9847232,9848665,1434,"-","9847232-9848665"
"21348","AT3G26780","3",9848628,9850472,1845,"+","9848628-9850472"
"21349","AT3G26782","3",9850570,9852864,2295,"+","9850570-9852864"
"21350","AT3G26790","3",9853828,9855989,2162,"-","9853828-9855989"
"21351","AT3G26800","3",9862173,9862778,606,"+","9862173-9862778"
"21352","AT3G26805","3",9863074,9863900,827,"-","9863074-9863900"
"21353","AT3G26810","3",9867845,9870640,2796,"+","9867845-9870640"
"21354","AT3G26812","3",9871960,9872165,206,"-","9871960-9872165"
"21355","AT3G26813","3",9872333,9872553,221,"-","9872333-9872553"
"21356","AT3G26815","3",9875525,9875737,213,"-","9875525-9875737"
"21357","AT3G26816","3",9875893,9876103,211,"-","9875893-9876103"
"21358","AT3G26818","3",9878168,9878379,212,"-","9878168-9878379"
"21359","AT3G26819","3",9878540,9878754,215,"-","9878540-9878754"
"21360","AT3G26820","3",9881128,9885067,3940,"+","9881128-9885067"
"21361","AT3G26830","3",9887948,9889705,1758,"+","9887948-9889705"
"21362","AT3G26840","3",9892794,9896337,3544,"+","9892794-9896337"
"21364","AT3G26850","3",9896231,9898006,1776,"-","9896231-9898006"
"21365","AT3G26855","3",9898680,9899350,671,"-","9898680-9899350"
"21366","AT3G26860","3",9901516,9901884,369,"-","9901516-9901884"
"21368","AT3G26870","3",9903288,9903680,393,"-","9903288-9903680"
"21369","AT3G26872","3",9904307,9904684,378,"-","9904307-9904684"
"21370","AT3G26880","3",9906334,9906735,402,"-","9906334-9906735"
"21376","AT3G26890","3",9907282,9911589,4308,"-","9907282-9911589"
"21379","AT3G26900","3",9912209,9914514,2306,"-","9912209-9914514"
"21380","AT3G26910","3",9915111,9918784,3674,"-","9915111-9918784"
"21383","AT3G26920","3",9920462,9922557,2096,"+","9920462-9922557"
"21384","AT3G26922","3",9922799,9924615,1817,"+","9922799-9924615"
"21385","AT3G26930","3",9925754,9927393,1640,"+","9925754-9927393"
"21386","AT3G26932","3",9930270,9932074,1805,"-","9930270-9932074"
"21388","AT3G26934","3",9928157,9929123,967,"-","9928157-9929123"
"21389","AT3G26935","3",9932600,9935499,2900,"-","9932600-9935499"
"21390","AT3G26940","3",9936582,9939269,2688,"-","9936582-9939269"
"21391","AT3G26950","3",9941138,9943480,2343,"-","9941138-9943480"
"21392","AT3G26960","3",9944668,9945579,912,"-","9944668-9945579"
"21393","AT3G26980","3",9946166,9948040,1875,"-","9946166-9948040"
"21394","AT3G26990","3",9948223,9952041,3819,"-","9948223-9952041"
"21395","AT3G27000","3",9952563,9955941,3379,"-","9952563-9955941"
"21396","AT3G27010","3",9957376,9958898,1523,"-","9957376-9958898"
"21397","AT3G27020","3",9961319,9964597,3279,"-","9961319-9964597"
"21398","AT3G27025","3",9969705,9971268,1564,"+","9969705-9971268"
"21399","AT3G27027","3",9971921,9972130,210,"+","9971921-9972130"
"21400","AT3G27030","3",9972508,9974225,1718,"-","9972508-9974225"
"21401","AT3G27040","3",9974912,9977927,3016,"-","9974912-9977927"
"21402","AT3G27050","3",9978095,9979699,1605,"-","9978095-9979699"
"21403","AT3G27060","3",9979866,9981295,1430,"-","9979866-9981295"
"21405","AT3G27070","3",9983004,9984744,1741,"-","9983004-9984744"
"21406","AT3G27080","3",9985079,9986629,1551,"-","9985079-9986629"
"21407","AT3G27090","3",9989540,9991826,2287,"+","9989540-9991826"
"21408","AT3G27095","3",9991972,9994181,2210,"-","9991972-9994181"
"21409","AT3G27100","3",9994545,9996022,1478,"-","9994545-9996022"
"21412","AT3G27110","3",9997895,10000230,2336,"+","9997895-10000230"
"21413","AT3G27120","3",9999694,10003314,3621,"-","9999694-10003314"
"21414","AT3G27130","3",10002659,10004281,1623,"-","10002659-10004281"
"21415","AT3G27140","3",10006891,10008174,1284,"-","10006891-10008174"
"21416","AT3G27150","3",10009442,10011641,2200,"-","10009442-10011641"
"21417","AT3G27160","3",10017476,10019090,1615,"+","10017476-10019090"
"21418","AT3G27170","3",10024017,10027198,3182,"+","10024017-10027198"
"21419","AT3G27180","3",10026837,10030069,3233,"-","10026837-10030069"
"21420","AT3G27190","3",10039234,10043066,3833,"-","10039234-10043066"
"21421","AT3G27200","3",10043522,10044373,852,"-","10043522-10044373"
"21422","AT3G27210","3",10045186,10047343,2158,"-","10045186-10047343"
"21423","AT3G27220","3",10051612,10053678,2067,"-","10051612-10053678"
"21424","AT3G27230","3",10053929,10055695,1767,"+","10053929-10055695"
"21425","AT3G27240","3",10055789,10058716,2928,"-","10055789-10058716"
"21426","AT3G27250","3",10061545,10062731,1187,"+","10061545-10062731"
"21428","AT3G27260","3",10067638,10072661,5024,"+","10067638-10072661"
"21429","AT3G27270","3",10073280,10074160,881,"+","10073280-10074160"
"21431","AT3G27280","3",10076819,10078608,1790,"+","10076819-10078608"
"21432","AT3G27283","3",10078590,10078820,231,"-","10078590-10078820"
"21433","AT3G27290","3",10079560,10081533,1974,"-","10079560-10081533"
"21436","AT3G27300","3",10083049,10086696,3648,"-","10083049-10086696"
"21437","AT3G27310","3",10087201,10089101,1901,"-","10087201-10089101"
"21439","AT3G27320","3",10090202,10092791,2590,"+","10090202-10092791"
"21440","AT3G27321","3",10092859,10093129,271,"-","10092859-10093129"
"21442","AT3G27325","3",10095116,10102087,6972,"+","10095116-10102087"
"21444","AT3G27328","3",10111642,10111794,153,"+","10111642-10111794"
"21445","AT3G27329","3",10114192,10114560,369,"+","10114192-10114560"
"21446","AT3G27330","3",10116950,10120645,3696,"-","10116950-10120645"
"21447","AT3G27331","3",10115541,10116278,738,"+","10115541-10116278"
"21448","AT3G27340","3",10121234,10122951,1718,"+","10121234-10122951"
"21453","AT3G27350","3",10126021,10127955,1935,"+","10126021-10127955"
"21454","AT3G27360","3",10129105,10129937,833,"-","10129105-10129937"
"21456","AT3G27380","3",10129610,10132760,3151,"-","10129610-10132760"
"21457","AT3G27390","3",10133196,10136630,3435,"-","10133196-10136630"
"21458","AT3G27400","3",10140323,10143225,2903,"+","10140323-10143225"
"21459","AT3G27410","3",10145244,10145642,399,"-","10145244-10145642"
"21460","AT3G27415","3",10147066,10147992,927,"+","10147066-10147992"
"21461","AT3G27416","3",10147313,10147984,672,"-","10147313-10147984"
"21462","AT3G27420","3",10148585,10150301,1717,"+","10148585-10150301"
"21463","AT3G27425","3",10151058,10151375,318,"+","10151058-10151375"
"21465","AT3G27430","3",10152517,10155342,2826,"+","10152517-10155342"
"21467","AT3G27440","3",10155555,10157931,2377,"+","10155555-10157931"
"21468","AT3G27450","3",10158314,10159194,881,"-","10158314-10159194"
"21469","AT3G27460","3",10159293,10162259,2967,"-","10159293-10162259"
"21472","AT3G27470","3",10163049,10166907,3859,"+","10163049-10166907"
"21473","AT3G27473","3",10169242,10171230,1989,"-","10169242-10171230"
"21474","AT3G27480","3",10173220,10175555,2336,"-","10173220-10175555"
"21476","AT3G27490","3",10178100,10180148,2049,"-","10178100-10180148"
"21477","AT3G27500","3",10182833,10185081,2249,"-","10182833-10185081"
"21478","AT3G27503","3",10185765,10186537,773,"-","10185765-10186537"
"21479","AT3G27510","3",10188221,10190343,2123,"-","10188221-10190343"
"21480","AT3G27520","3",10192422,10193499,1078,"+","10192422-10193499"
"21481","AT3G27530","3",10193569,10200013,6445,"-","10193569-10200013"
"21482","AT3G27540","3",10205308,10207306,1999,"+","10205308-10207306"
"21483","AT3G27550","3",10207781,10209899,2119,"-","10207781-10209899"
"21484","AT3G27555","3",10210328,10210399,72,"+","10210328-10210399"
"21485","AT3G27560","3",10210431,10213004,2574,"-","10210431-10213004"
"21486","AT3G27570","3",10213996,10216736,2741,"-","10213996-10216736"
"21487","AT3G27580","3",10217417,10219976,2560,"-","10217417-10219976"
"21489","AT3G27590","3",10220326,10221857,1532,"+","10220326-10221857"
"21490","AT3G27600","3",10223743,10224948,1206,"-","10223743-10224948"
"21491","AT3G27610","3",10225525,10228192,2668,"-","10225525-10228192"
"21493","AT3G27620","3",10229045,10230702,1658,"-","10229045-10230702"
"21494","AT3G27630","3",10231116,10231418,303,"-","10231116-10231418"
"21495","AT3G27640","3",10232248,10235621,3374,"+","10232248-10235621"
"21496","AT3G27650","3",10238546,10240611,2066,"+","10238546-10240611"
"21497","AT3G27660","3",10243755,10245023,1269,"+","10243755-10245023"
"21498","AT3G27670","3",10245134,10253293,8160,"+","10245134-10253293"
"21499","AT3G27680","3",10254886,10255290,405,"-","10254886-10255290"
"21500","AT3G27690","3",10255947,10257011,1065,"+","10255947-10257011"
