"","Gene","seqnames","start","end","width","strand","ranges"
"22922","AT3G44620","3",16193829,16195833,2005,"+","16193829-16195833"
"22926","AT3G44630","3",16196046,16201225,5180,"+","16196046-16201225"
"22927","AT3G44640","3",16207540,16209058,1519,"-","16207540-16209058"
"22928","AT3G44650","3",16209849,16212164,2316,"-","16209849-16212164"
"22929","AT3G44660","3",16214964,16215785,822,"-","16214964-16215785"
"22931","AT3G44670","3",16216950,16221617,4668,"+","16216950-16221617"
"22932","AT3G44680","3",16226556,16229954,3399,"-","16226556-16229954"
"22933","AT3G44690","3",16230685,16234215,3531,"-","16230685-16234215"
"22934","AT3G44700","3",16236343,16237736,1394,"-","16236343-16237736"
"22935","AT3G44704","3",16244193,16244348,156,"-","16244193-16244348"
"22936","AT3G44705","3",16244952,16250205,5254,"+","16244952-16250205"
"22937","AT3G44710","3",16251834,16253535,1702,"-","16251834-16253535"
"22938","AT3G44713","3",16260205,16262484,2280,"+","16260205-16262484"
"22939","AT3G44716","3",16263200,16263875,676,"+","16263200-16263875"
"22941","AT3G44717","3",16264449,16264931,483,"-","16264449-16264931"
"22942","AT3G44718","3",16266111,16266314,204,"-","16266111-16266314"
"22943","AT3G44720","3",16271652,16273344,1693,"+","16271652-16273344"
"22944","AT3G44730","3",16285741,16291048,5308,"+","16285741-16291048"
"22946","AT3G44735","3",16291194,16292152,959,"-","16291194-16292152"
"22947","AT3G44740","3",16295970,16297805,1836,"-","16295970-16297805"
"22948","AT3G44750","3",16297979,16299779,1801,"+","16297979-16299779"
"22950","AT3G44755","3",16302003,16302731,729,"+","16302003-16302731"
"22951","AT3G44757","3",16304047,16304615,569,"+","16304047-16304615"
"22952","AT3G44760","3",16305322,16306378,1057,"+","16305322-16306378"
"22953","AT3G44765","3",16311975,16314027,2053,"+","16311975-16314027"
"22954","AT3G44770","3",16316080,16319458,3379,"+","16316080-16319458"
"22956","AT3G44780","3",16321601,16322604,1004,"-","16321601-16322604"
"22957","AT3G44783","3",16326040,16326162,123,"+","16326040-16326162"
"22958","AT3G44784","3",16327458,16327634,177,"-","16327458-16327634"
"22959","AT3G44785","3",16328221,16328448,228,"-","16328221-16328448"
"22960","AT3G44790","3",16328792,16330265,1474,"+","16328792-16330265"
"22961","AT3G44793","3",16330898,16331896,999,"+","16330898-16331896"
"22962","AT3G44796","3",16335174,16340018,4845,"+","16335174-16340018"
"22963","AT3G44798","3",16342295,16343014,720,"+","16342295-16343014"
"22964","AT3G44800","3",16343333,16346027,2695,"+","16343333-16346027"
"22965","AT3G44805","3",16350395,16351437,1043,"+","16350395-16351437"
"22966","AT3G44810","3",16358496,16359983,1488,"-","16358496-16359983"
"22967","AT3G44820","3",16361370,16364610,3241,"-","16361370-16364610"
"22968","AT3G44830","3",16368890,16372356,3467,"+","16368890-16372356"
"22969","AT3G44840","3",16372499,16373759,1261,"-","16372499-16373759"
"22970","AT3G44850","3",16374617,16376931,2315,"-","16374617-16376931"
"22971","AT3G44860","3",16379633,16381070,1438,"+","16379633-16381070"
"22972","AT3G44870","3",16382219,16383605,1387,"+","16382219-16383605"
"22973","AT3G44880","3",16383595,16386312,2718,"+","16383595-16386312"
"22974","AT3G44890","3",16386434,16388466,2033,"+","16386434-16388466"
"22975","AT3G44900","3",16388724,16391360,2637,"+","16388724-16391360"
"22976","AT3G44910","3",16392064,16394579,2516,"-","16392064-16394579"
"22977","AT3G44920","3",16397038,16399725,2688,"-","16397038-16399725"
"22978","AT3G44930","3",16402058,16404672,2615,"-","16402058-16404672"
"22979","AT3G44935","3",16409003,16409610,608,"+","16409003-16409610"
"22980","AT3G44940","3",16413334,16415266,1933,"-","16413334-16415266"
"22981","AT3G44950","3",16421045,16421286,242,"+","16421045-16421286"
"22982","AT3G44955","3",16427041,16427112,72,"-","16427041-16427112"
"22983","AT3G44960","3",16427795,16429151,1357,"+","16427795-16429151"
"22984","AT3G44970","3",16432443,16434848,2406,"+","16432443-16434848"
"22985","AT3G44980","3",16441023,16442098,1076,"+","16441023-16442098"
"22986","AT3G44990","3",16446975,16448764,1790,"-","16446975-16448764"
"22988","AT3G45000","3",16460348,16461407,1060,"+","16460348-16461407"
"22989","AT3G45010","3",16466290,16468989,2700,"+","16466290-16468989"
"22990","AT3G45020","3",16468961,16470153,1193,"-","16468961-16470153"
"22991","AT3G45030","3",16471386,16472393,1008,"-","16471386-16472393"
"22992","AT3G45040","3",16472662,16475753,3092,"-","16472662-16475753"
"22993","AT3G45050","3",16475966,16477359,1394,"+","16475966-16477359"
"22997","AT3G45060","3",16477561,16479482,1922,"-","16477561-16479482"
"22998","AT3G45070","3",16486283,16487349,1067,"-","16486283-16487349"
"22999","AT3G45080","3",16488715,16489713,999,"-","16488715-16489713"
"23001","AT3G45090","3",16490600,16494762,4163,"-","16490600-16494762"
"23002","AT3G45093","3",16496811,16497290,480,"+","16496811-16497290"
"23003","AT3G45095","3",16499710,16504054,4345,"-","16499710-16504054"
"23005","AT3G45100","3",16504460,16507404,2945,"+","16504460-16507404"
"23006","AT3G45110","3",16508170,16508532,363,"+","16508170-16508532"
"23007","AT3G45120","3",16511730,16512050,321,"-","16511730-16512050"
"23008","AT3G45130","3",16512271,16517522,5252,"-","16512271-16517522"
"23009","AT3G45140","3",16525410,16529352,3943,"+","16525410-16529352"
"23010","AT3G45150","3",16531179,16531676,498,"+","16531179-16531676"
"23011","AT3G45160","3",16533451,16534082,632,"-","16533451-16534082"
"23012","AT3G45170","3",16537538,16538305,768,"+","16537538-16538305"
"23013","AT3G45180","3",16538991,16539212,222,"-","16538991-16539212"
"23014","AT3G45190","3",16541673,16548278,6606,"-","16541673-16548278"
"23015","AT3G45200","3",16548828,16549730,903,"-","16548828-16549730"
"23016","AT3G45210","3",16557273,16557970,698,"-","16557273-16557970"
"23017","AT3G45220","3",16564881,16566330,1450,"-","16564881-16566330"
"23018","AT3G45230","3",16569051,16569827,777,"+","16569051-16569827"
"23019","AT3G45240","3",16570478,16573740,3263,"-","16570478-16573740"
"23022","AT3G45242","3",16570478,16573762,3285,"-","16570478-16573762"
"23023","AT3G45243","3",16575823,16576173,351,"+","16575823-16576173"
"23024","AT3G45245","3",16578384,16578734,351,"+","16578384-16578734"
"23025","AT3G45248","3",16581929,16582273,345,"+","16581929-16582273"
"23026","AT3G45250","3",16583723,16584148,426,"+","16583723-16584148"
"23027","AT3G45252","3",16586074,16586364,291,"+","16586074-16586364"
"23028","AT3G45253","3",16589291,16594622,5332,"-","16589291-16594622"
"23029","AT3G45256","3",16595099,16596232,1134,"+","16595099-16596232"
"23030","AT3G45260","3",16596381,16598698,2318,"-","16596381-16598698"
"23031","AT3G45270","3",16601323,16603563,2241,"-","16601323-16603563"
"23032","AT3G45275","3",16605894,16606238,345,"+","16605894-16606238"
"23033","AT3G45280","3",16611413,16613340,1928,"-","16611413-16613340"
"23034","AT3G45285","3",16614566,16614901,336,"+","16614566-16614901"
"23035","AT3G45290","3",16617544,16621370,3827,"+","16617544-16621370"
"23036","AT3G45300","3",16620203,16625048,4846,"-","16620203-16625048"
"23037","AT3G45310","3",16628384,16630521,2138,"-","16628384-16630521"
"23039","AT3G45320","3",16631646,16632146,501,"+","16631646-16632146"
"23040","AT3G45330","3",16632440,16634488,2049,"-","16632440-16634488"
"23041","AT3G45340","3",16636472,16638835,2364,"+","16636472-16638835"
"23042","AT3G45350","3",16639041,16640511,1471,"+","16639041-16640511"
"23043","AT3G45360","3",16641619,16641999,381,"+","16641619-16641999"
"23044","AT3G45370","3",16642780,16643632,853,"+","16642780-16643632"
"23045","AT3G45380","3",16644521,16647172,2652,"-","16644521-16647172"
"23046","AT3G45390","3",16647921,16649974,2054,"-","16647921-16649974"
"23047","AT3G45400","3",16651963,16653678,1716,"+","16651963-16653678"
"23048","AT3G45410","3",16653899,16656013,2115,"-","16653899-16656013"
"23049","AT3G45420","3",16657263,16659266,2004,"-","16657263-16659266"
"23050","AT3G45430","3",16660759,16662783,2025,"-","16660759-16662783"
"23051","AT3G45440","3",16664875,16666884,2010,"-","16664875-16666884"
"23052","AT3G45443","3",16667977,16669561,1585,"-","16667977-16669561"
"23053","AT3G45446","3",16669846,16671931,2086,"-","16669846-16671931"
"23054","AT3G45450","3",16673146,16674880,1735,"+","16673146-16674880"
"23055","AT3G45460","3",16678434,16680043,1610,"-","16678434-16680043"
"23056","AT3G45470","3",16680505,16681261,757,"-","16680505-16681261"
"23057","AT3G45480","3",16683204,16684592,1389,"-","16683204-16684592"
"23058","AT3G45490","3",16686962,16687893,932,"-","16686962-16687893"
"23059","AT3G45500","3",16688418,16689693,1276,"-","16688418-16689693"
"23060","AT3G45510","3",16690790,16691728,939,"-","16690790-16691728"
"23061","AT3G45520","3",16692706,16696797,4092,"-","16692706-16696797"
"23062","AT3G45525","3",16697273,16697828,556,"-","16697273-16697828"
"23063","AT3G45530","3",16701133,16703366,2234,"-","16701133-16703366"
"23064","AT3G45540","3",16706312,16707649,1338,"-","16706312-16707649"
"23065","AT3G45550","3",16709445,16712000,2556,"-","16709445-16712000"
"23066","AT3G45555","3",16712368,16713009,642,"-","16712368-16713009"
"23067","AT3G45560","3",16719630,16722674,3045,"-","16719630-16722674"
"23068","AT3G45570","3",16725094,16726116,1023,"-","16725094-16726116"
"23069","AT3G45577","3",16728701,16729547,847,"+","16728701-16729547"
"23070","AT3G45580","3",16729989,16731511,1523,"-","16729989-16731511"
"23072","AT3G45590","3",16732594,16733854,1261,"+","16732594-16733854"
"23073","AT3G45600","3",16733755,16735951,2197,"-","16733755-16735951"
"23074","AT3G45610","3",16739289,16740445,1157,"-","16739289-16740445"
"23076","AT3G45620","3",16745896,16748129,2234,"+","16745896-16748129"
"23077","AT3G45630","3",16748174,16753833,5660,"-","16748174-16753833"
"23078","AT3G45638","3",16755215,16756263,1049,"-","16755215-16756263"
"23080","AT3G45640","3",16756770,16758698,1929,"+","16756770-16758698"
"23081","AT3G45650","3",16759253,16761266,2014,"+","16759253-16761266"
"23082","AT3G45660","3",16762205,16764241,2037,"+","16762205-16764241"
"23083","AT3G45670","3",16765320,16766459,1140,"+","16765320-16766459"
"23084","AT3G45673","3",16768075,16768257,183,"-","16768075-16768257"
"23085","AT3G45680","3",16770933,16773030,2098,"+","16770933-16773030"
"23086","AT3G45690","3",16776268,16778150,1883,"+","16776268-16778150"
"23087","AT3G45700","3",16778713,16781198,2486,"+","16778713-16781198"
"23088","AT3G45710","3",16782643,16784735,2093,"+","16782643-16784735"
"23089","AT3G45720","3",16785046,16786945,1900,"+","16785046-16786945"
"23090","AT3G45730","3",16789980,16790582,603,"+","16789980-16790582"
"23091","AT3G45740","3",16790761,16793534,2774,"+","16790761-16793534"
"23092","AT3G45750","3",16793611,16797933,4323,"-","16793611-16797933"
"23094","AT3G45755","3",16799249,16800514,1266,"+","16799249-16800514"
"23095","AT3G45760","3",16801996,16804759,2764,"-","16801996-16804759"
"23098","AT3G45770","3",16805562,16807856,2295,"-","16805562-16807856"
"23099","AT3G45775","3",16809432,16813871,4440,"-","16809432-16813871"
"23100","AT3G45780","3",16816866,16824210,7345,"+","16816866-16824210"
"23102","AT3G45790","3",16825005,16826222,1218,"-","16825005-16826222"
"23103","AT3G45800","3",16829482,16832207,2726,"-","16829482-16832207"
"23104","AT3G45810","3",16832883,16837569,4687,"-","16832883-16837569"
"23105","AT3G45820","3",16840030,16840983,954,"-","16840030-16840983"
"23106","AT3G45830","3",16841277,16845541,4265,"+","16841277-16845541"
"23107","AT3G45840","3",16847904,16849887,1984,"-","16847904-16849887"
"23108","AT3G45850","3",16855612,16861527,5916,"-","16855612-16861527"
"23110","AT3G45851","3",16861431,16861535,105,"+","16861431-16861535"
"23111","AT3G45860","3",16863401,16866041,2641,"-","16863401-16866041"
"23112","AT3G45870","3",16867202,16868926,1725,"+","16867202-16868926"
"23114","AT3G45880","3",16868914,16871548,2635,"-","16868914-16871548"
"23115","AT3G45890","3",16871681,16874311,2631,"+","16871681-16874311"
"23116","AT3G45900","3",16874402,16876083,1682,"-","16874402-16876083"
"23117","AT3G45910","3",16876338,16877075,738,"-","16876338-16877075"
"23118","AT3G45920","3",16882182,16883001,820,"+","16882182-16883001"
"23119","AT3G45930","3",16883316,16883876,561,"+","16883316-16883876"
"23120","AT3G45935","3",16885891,16885964,74,"+","16885891-16885964"
"23121","AT3G45940","3",16886226,16889171,2946,"-","16886226-16889171"
"23122","AT3G45950","3",16889461,16890618,1158,"-","16889461-16890618"
"23123","AT3G45955","3",16891639,16891712,74,"+","16891639-16891712"
"23124","AT3G45960","3",16892756,16893900,1145,"+","16892756-16893900"
"23126","AT3G45965","3",16894163,16894236,74,"+","16894163-16894236"
"23127","AT3G45970","3",16896166,16897308,1143,"+","16896166-16897308"
"23128","AT3G45980","3",16897287,16898013,727,"-","16897287-16898013"
"23129","AT3G45990","3",16900778,16904136,3359,"-","16900778-16904136"
"23130","AT3G46000","3",16907451,16908999,1549,"-","16907451-16908999"
"23132","AT3G46010","3",16909363,16910820,1458,"-","16909363-16910820"
"23133","AT3G46020","3",16912344,16913350,1007,"-","16912344-16913350"
"23134","AT3G46030","3",16913448,16914131,684,"-","16913448-16914131"
"23135","AT3G46040","3",16914539,16915759,1221,"+","16914539-16915759"
"23136","AT3G46050","3",16916072,16917184,1113,"+","16916072-16917184"
"23137","AT3G46060","3",16917589,16920018,2430,"+","16917589-16920018"
"23140","AT3G46070","3",16920445,16920957,513,"-","16920445-16920957"
"23141","AT3G46080","3",16922753,16923247,495,"-","16922753-16923247"
"23142","AT3G46086","3",16925142,16925258,117,"-","16925142-16925258"
"23143","AT3G46090","3",16926216,16926850,635,"-","16926216-16926850"
"23144","AT3G46100","3",16928294,16931033,2740,"-","16928294-16931033"
"23146","AT3G46110","3",16932112,16933726,1615,"+","16932112-16933726"
"23147","AT3G46120","3",16935921,16939766,3846,"-","16935921-16939766"
"23149","AT3G46130","3",16945433,16946376,944,"+","16945433-16946376"
"23152","AT3G46140","3",16948090,16949220,1131,"+","16948090-16949220"
"23153","AT3G46150","3",16949531,16950145,615,"-","16949531-16950145"
"23154","AT3G46160","3",16950955,16952136,1182,"+","16950955-16952136"
"23155","AT3G46170","3",16952723,16953589,867,"-","16952723-16953589"
"23156","AT3G46180","3",16954365,16956833,2469,"-","16954365-16956833"
"23157","AT3G46183","3",16957635,16962212,4578,"-","16957635-16962212"
"23158","AT3G46186","3",16963251,16963628,378,"+","16963251-16963628"
"23159","AT3G46190","3",16965889,16967345,1457,"+","16965889-16967345"
"23160","AT3G46200","3",16969266,16971204,1939,"+","16969266-16971204"
"23161","AT3G46206","3",16974646,16974765,120,"-","16974646-16974765"
"23166","AT3G46210","3",16976740,16978893,2154,"-","16976740-16978893"
"23170","AT3G46220","3",16979074,16984177,5104,"+","16979074-16984177"
"23171","AT3G46230","3",16984118,16984841,724,"-","16984118-16984841"
"23172","AT3G46240","3",16985843,16988064,2222,"-","16985843-16988064"
"23173","AT3G46250","3",16990102,16992407,2306,"-","16990102-16992407"
"23174","AT3G46260","3",16998163,16999992,1830,"-","16998163-16999992"
"23175","AT3G46270","3",17000641,17004251,3611,"-","17000641-17004251"
"23176","AT3G46280","3",17005483,17008424,2942,"-","17005483-17008424"
"23177","AT3G46290","3",17012728,17015885,3158,"+","17012728-17015885"
"23178","AT3G46300","3",17015777,17016746,970,"-","17015777-17016746"
"23179","AT3G46310","3",17017451,17017825,375,"-","17017451-17017825"
"23180","AT3G46320","3",17019911,17020428,518,"-","17019911-17020428"
"23181","AT3G46330","3",17020747,17025011,4265,"-","17020747-17025011"
"23182","AT3G46340","3",17026658,17031842,5185,"+","17026658-17031842"
"23183","AT3G46345","3",17032489,17032836,348,"+","17032489-17032836"
"23184","AT3G46350","3",17036427,17041680,5254,"+","17036427-17041680"
"23185","AT3G46360","3",17042215,17043500,1286,"-","17042215-17043500"
"23186","AT3G46370","3",17051955,17055514,3560,"+","17051955-17055514"
"23187","AT3G46375","3",17055919,17057277,1359,"+","17055919-17057277"
"23188","AT3G46380","3",17059218,17059896,679,"-","17059218-17059896"
"23189","AT3G46382","3",17063425,17064105,681,"+","17063425-17064105"
"23190","AT3G46384","3",17064271,17065121,851,"+","17064271-17065121"
"23191","AT3G46385","3",17065485,17066571,1087,"-","17065485-17066571"
"23192","AT3G46387","3",17067675,17068604,930,"+","17067675-17068604"
"23193","AT3G46390","3",17071255,17071683,429,"-","17071255-17071683"
"23194","AT3G46400","3",17073196,17077328,4133,"+","17073196-17077328"
"23195","AT3G46410","3",17079093,17080684,1592,"+","17079093-17080684"
"23196","AT3G46420","3",17082108,17086534,4427,"+","17082108-17086534"
"23197","AT3G46430","3",17087594,17088753,1160,"+","17087594-17088753"
"23199","AT3G46440","3",17089045,17091875,2831,"-","17089045-17091875"
"23200","AT3G46450","3",17092938,17095639,2702,"-","17092938-17095639"
"23202","AT3G46460","3",17095878,17097452,1575,"-","17095878-17097452"
"23203","AT3G46470","3",17099916,17100973,1058,"-","17099916-17100973"
"23204","AT3G46480","3",17103173,17105594,2422,"+","17103173-17105594"
"23205","AT3G46482","3",17105741,17106055,315,"-","17105741-17106055"
"23206","AT3G46484","3",17106790,17110692,3903,"+","17106790-17110692"
"23207","AT3G46487","3",17111429,17114136,2708,"+","17111429-17114136"
"23208","AT3G46490","3",17115629,17119451,3823,"+","17115629-17119451"
"23209","AT3G46500","3",17120480,17122745,2266,"+","17120480-17122745"
